State,zip,PRICE
MD,21403,851116
MD,21409,619876
MD,21502,156438
MD,21520,1565667
MD,21521,101433
MD,21522,149000
MD,21523,79000
MD,21529,144900
MD,21530,157433
MD,21531,1183225
MD,21532,221942
MD,21536,1000700
MD,21539,116200
MD,21541,991418
MD,21545,133950
MD,21550,965036
MD,21555,120000
MD,21557,179336
MD,21561,838771
MD,21562,134450
MD,21601,984679
MD,21607,233900
MD,21612,686250
MD,21613,319641
MD,21617,403142
MD,21619,495584
MD,21620,489766
MD,21622,329925
MD,21623,282008
MD,21624,1250000
MD,21625,152200
MD,21626,319150
MD,21628,329950
MD,21629,428560
MD,21631,327050
MD,21632,195892
MD,21634,268633
MD,21635,691483
MD,21636,285467
MD,21638,843519
MD,21639,363725
MD,21643,279005
MD,21644,515000
MD,21648,362500
MD,21650,1418333
MD,21651,427167
MD,21652,1833167
MD,21654,1122600
MD,21655,1211975
MD,21657,482633
MD,21658,1712250
MD,21659,550000
MD,21660,358986
MD,21661,814362
MD,21662,1333000
MD,21663,887000
MD,21664,137900
MD,21666,555915
MD,21668,215000
MD,21669,1024500
MD,21671,560594
MD,21672,157200
MD,21673,637878
MD,21675,495000
MD,21677,1650000
MD,21678,773780
MD,21679,475967
MD,21701,490847
MD,21702,517644
MD,21703,425764
MD,21704,585007
MD,21710,1170000
MD,21711,642450
MD,21713,364529
MD,21716,430457
MD,21722,323117
MD,21723,724950
MD,21727,375361
MD,21733,136425
MD,21734,343615
MD,21737,550000
MD,21738,1574000
MD,21740,287904
MD,21742,322603
MD,21750,424225
MD,21754,737225
MD,21755,562023
MD,21756,339725
MD,21757,646250
MD,21758,865000
MD,21766,233167
MD,21767,262500
MD,21769,728348
MD,21770,631856
MD,21771,679609
MD,21773,509663
MD,21774,601696
MD,21776,479438
MD,21777,485000
MD,21778,1079967
MD,21779,274950
MD,21782,338283
MD,21783,520580
MD,21784,634778
MD,21787,387763
MD,21788,250529
MD,21791,509200
MD,21793,679966
MD,21794,787500
MD,21795,168475
MD,21797,1113743
MD,21798,452940
MD,21801,387176
MD,21804,224269
MD,21811,538597
MD,21813,557300
MD,21814,999999
MD,21817,190838
MD,21821,410475
MD,21822,676643
MD,21824,103100
MD,21826,297125
MD,21829,1300000
MD,21830,429200
MD,21835,39900
MD,21837,368210
MD,21838,375850
MD,21840,400000
MD,21841,465633
MD,21842,681263
MD,21843,495000
MD,21849,449000
MD,21850,270220
MD,21851,323046
MD,21853,327525
MD,21856,563725
MD,21861,189900
MD,21862,499000
MD,21863,396488
MD,21864,107000
MD,21865,218967
MD,21866,130000
MD,21869,334725
MD,21871,460088
MD,21874,550000
MD,21875,281763
MD,21901,463939
MD,21903,335769
MD,21904,136533
MD,21911,469715
MD,21912,931633
MD,21913,309900
MD,21914,669950
MD,21915,408100
MD,21917,268267
MD,21918,239900
MD,21919,271900
MD,21921,366855
NC,23873,1399000
NC,27006,754933
NC,27012,239495
NC,27013,346648
NC,27014,160000
NC,27018,399000
NC,27020,179900
NC,27028,250512
NC,27030,750000
NC,27040,339808
NC,27050,399900
NC,27054,589967
NC,27055,898250
NC,27101,1940000
NC,27104,535000
NC,27105,155500
NC,27106,599950
NC,27127,260617
NC,27203,429500
NC,27205,646400
NC,27207,448475
NC,27209,196000
NC,27215,343572
NC,27217,374082
NC,27229,245000
NC,27231,296950
NC,27233,406000
NC,27239,512450
NC,27242,770000
NC,27243,1710000
NC,27244,838333
NC,27249,485800
NC,27252,303167
NC,27253,332419
NC,27258,290000
NC,27262,114900
NC,27265,350447
NC,27278,513435
NC,27281,550000
NC,27282,375750
NC,27283,646300
NC,27284,314515
NC,27288,187450
NC,27291,688000
NC,27292,383665
NC,27295,400050
NC,27298,2475000
NC,27299,238725
NC,27302,427689
NC,27306,450172
NC,27310,1735000
NC,27312,743740
NC,27316,193250
NC,27320,545000
NC,27330,537560
NC,27332,415982
NC,27340,855000
NC,27343,1603250
NC,27344,267958
NC,27349,341980
NC,27355,154500
NC,27356,99500
NC,27357,499780
NC,27358,654930
NC,27360,151267
NC,27371,367156
NC,27376,346330
NC,27377,507203
NC,27379,301333
NC,27403,699000
NC,27405,140000
NC,27406,435000
NC,27407,165000
NC,27409,528020
NC,27410,464867
NC,27501,465967
NC,27502,572179
NC,27503,491580
NC,27504,277209
NC,27505,388751
NC,27507,854950
NC,27509,209500
NC,27510,517450
NC,27511,648571
NC,27513,536939
NC,27514,852667
NC,27516,694580
NC,27517,987281
NC,27518,694438
NC,27519,677794
NC,27520,407438
NC,27521,298066
NC,27522,300133
NC,27523,1301223
NC,27524,449552
NC,27525,405027
NC,27526,477689
NC,27527,413968
NC,27529,415241
NC,27536,135620
NC,27537,351527
NC,27539,590050
NC,27540,596119
NC,27541,269900
NC,27542,273039
NC,27544,281633
NC,27545,601277
NC,27546,357550
NC,27549,358256
NC,27557,317450
NC,27559,585670
NC,27560,656326
NC,27562,637216
NC,27565,323544
NC,27568,232450
NC,27569,355548
NC,27571,468900
NC,27572,467766
NC,27573,266162
NC,27574,353323
NC,27576,346325
NC,27577,348825
NC,27583,336580
NC,27587,624427
NC,27591,449036
NC,27592,436861
NC,27593,294901
NC,27596,509634
NC,27597,461189
NC,27601,626921
NC,27603,540995
NC,27604,391910
NC,27605,469367
NC,27606,537486
NC,27607,1022583
NC,27608,1400345
NC,27609,1175473
NC,27610,364887
NC,27612,899513
NC,27613,750550
NC,27614,1180304
NC,27615,776969
NC,27616,391425
NC,27617,499585
NC,27620,269900
NC,27701,789058
NC,27703,449496
NC,27704,343484
NC,27705,525478
NC,27707,539955
NC,27712,460529
NC,27713,488314
NC,27816,529000
NC,28001,319392
NC,28007,1480000
NC,28009,182000
NC,28012,437846
NC,28016,242899
NC,28018,363833
NC,28020,349900
NC,28021,492850
NC,28023,394164
NC,28025,430199
NC,28027,420072
NC,28031,1014233
NC,28032,229300
NC,28033,259950
NC,28034,321145
NC,28036,841262
NC,28037,687385
NC,28040,241280
NC,28043,316842
NC,28052,244054
NC,28054,234854
NC,28056,383665
NC,28071,232450
NC,28073,433500
NC,28075,454494
NC,28076,486929
NC,28078,635706
NC,28079,516073
NC,28080,556506
NC,28081,340488
NC,28083,266373
NC,28086,439601
NC,28088,306200
NC,28090,328917
NC,28091,304000
NC,28092,308168
NC,28097,357242
NC,28101,507000
NC,28103,355474
NC,28104,837519
NC,28105,489944
NC,28107,441000
NC,28110,477422
NC,28112,373488
NC,28114,270814
NC,28115,438918
NC,28117,870812
NC,28119,133800
NC,28120,454187
NC,28124,395733
NC,28127,378684
NC,28128,527215
NC,28129,291720
NC,28133,309500
NC,28134,381068
NC,28135,154800
NC,28137,276000
NC,28138,363186
NC,28139,383354
NC,28144,303902
NC,28146,387890
NC,28147,317987
NC,28150,278736
NC,28152,483804
NC,28159,236613
NC,28160,307950
NC,28163,377125
NC,28164,516310
NC,28166,568399
NC,28167,594480
NC,28168,227162
NC,28170,172172
NC,28173,861953
NC,28174,683040
NC,28202,747856
NC,28203,681929
NC,28204,631057
NC,28205,577146
NC,28206,399167
NC,28207,1802028
NC,28208,413636
NC,28209,886285
NC,28210,546481
NC,28211,1045611
NC,28212,315281
NC,28213,324696
NC,28214,344176
NC,28215,383132
NC,28216,424660
NC,28217,394529
NC,28226,797288
NC,28227,453300
NC,28262,380474
NC,28269,377382
NC,28270,858668
NC,28273,349119
NC,28277,691308
NC,28278,642619
NC,28315,236000
NC,28323,219967
NC,28326,408900
NC,28327,318490
NC,28334,203460
NC,28339,226229
NC,28365,135000
NC,28374,1290000
NC,28379,250000
NC,28390,389885
NC,28394,299425
NC,28601,410087
NC,28602,255067
NC,28604,670725
NC,28605,1099500
NC,28606,279900
NC,28607,594650
NC,28609,233667
NC,28610,384900
NC,28611,324750
NC,28612,242760
NC,28613,292560
NC,28621,375000
NC,28622,595000
NC,28625,437706
NC,28630,442653
NC,28634,226277
NC,28636,279950
NC,28638,236400
NC,28640,1192500
NC,28645,397196
NC,28646,3824000
NC,28649,399000
NC,28650,391757
NC,28654,562500
NC,28655,402036
NC,28657,393114
NC,28658,319865
NC,28659,827126
NC,28660,296225
NC,28663,420000
NC,28669,150000
NC,28673,927360
NC,28675,749000
NC,28677,377672
NC,28678,334414
NC,28679,2488333
NC,28681,428763
NC,28682,515023
NC,28685,1300000
NC,28690,246742
NC,28694,1400000
NC,28697,289000
NC,28701,554800
NC,28704,1045920
NC,28705,391000
NC,28708,1700000
NC,28709,467000
NC,28711,795805
NC,28712,700327
NC,28713,1665280
NC,28714,869662
NC,28715,489446
NC,28716,466648
NC,28718,950000
NC,28720,799000
NC,28721,475382
NC,28722,970500
NC,28723,780714
NC,28725,668000
NC,28726,314725
NC,28729,393964
NC,28730,563510
NC,28731,320941
NC,28732,605558
NC,28734,517159
NC,28736,595000
NC,28739,937461
NC,28740,2064286
NC,28742,3252450
NC,28743,879975
NC,28745,568667
NC,28746,818794
NC,28747,1754447
NC,28748,845239
NC,28749,488833
NC,28750,89000
NC,28751,590908
NC,28752,399083
NC,28753,687977
NC,28754,584594
NC,28756,871594
NC,28759,1420867
NC,28761,1001642
NC,28762,388214
NC,28763,388625
NC,28766,791633
NC,28768,914167
NC,28771,604725
NC,28772,612400
NC,28773,391000
NC,28774,1053000
NC,28775,2000000
NC,28777,345208
NC,28778,733242
NC,28779,684170
NC,28781,849000
NC,28782,739047
NC,28783,479400
NC,28785,460030
NC,28786,847928
NC,28787,487853
NC,28789,771978
NC,28790,1933545
NC,28791,571711
NC,28792,513508
NC,28801,873879
NC,28803,1639109
NC,28804,1118695
NC,28805,536400
NC,28806,498814
NC,28901,413267
NC,28902,264000
NC,28904,402350
NC,28905,254175
NC,28906,282788
NC,29227,375000
SC,20108,144900
SC,26036,352086
SC,28388,184900
SC,29003,226217
SC,29006,407427
SC,29009,163250
SC,29010,108200
SC,29014,534725
SC,29016,366686
SC,29018,325000
SC,29020,331976
SC,29030,535500
SC,29032,144900
SC,29033,255782
SC,29036,457179
SC,29039,312250
SC,29040,175429
SC,29042,108000
SC,29044,521800
SC,29045,417353
SC,29047,398886
SC,29048,287967
SC,29052,35000
SC,29053,383929
SC,29054,561967
SC,29055,125000
SC,29056,39900
SC,29058,195633
SC,29059,482998
SC,29061,314469
SC,29063,385021
SC,29067,252312
SC,29070,479733
SC,29072,574872
SC,29073,271114
SC,29074,1562500
SC,29075,664900
SC,29078,342038
SC,29082,159900
SC,29102,317183
SC,29108,545931
SC,29112,172495
SC,29113,259000
SC,29115,185221
SC,29118,301438
SC,29123,320467
SC,29126,1595000
SC,29127,412537
SC,29128,1816800
SC,29129,236000
SC,29130,588000
SC,29135,170550
SC,29137,149900
SC,29138,392500
SC,29142,417971
SC,29148,323333
SC,29150,243989
SC,29151,94000
SC,29153,142500
SC,29154,240776
SC,29160,314450
SC,29163,187500
SC,29164,416000
SC,29169,226831
SC,29170,271249
SC,29172,328780
SC,29178,54950
SC,29180,377338
SC,29201,297400
SC,29203,208957
SC,29204,219876
SC,29205,338448
SC,29206,527195
SC,29209,248074
SC,29210,174421
SC,29212,332071
SC,29223,379329
SC,29229,368772
SC,29301,308267
SC,29302,461687
SC,29303,254464
SC,29306,293499
SC,29307,301404
SC,29316,323477
SC,29322,1045117
SC,29323,454250
SC,29325,134509
SC,29329,115000
SC,29330,117650
SC,29332,270000
SC,29334,331273
SC,29335,167000
SC,29340,226900
SC,29341,269243
SC,29349,341006
SC,29351,138300
SC,29353,74400
SC,29356,1128230
SC,29360,217636
SC,29365,382235
SC,29368,210000
SC,29369,358542
SC,29370,824900
SC,29372,180880
SC,29375,290023
SC,29376,276571
SC,29377,117400
SC,29379,211103
SC,29384,503450
SC,29385,250367
SC,29388,327823
SC,29401,1792231
SC,29403,873860
SC,29405,380521
SC,29406,262577
SC,29407,600931
SC,29410,520607
SC,29412,584458
SC,29414,408492
SC,29418,320321
SC,29420,471347
SC,29426,358000
SC,29429,1094423
SC,29431,439450
SC,29432,325000
SC,29434,482500
SC,29435,406996
SC,29436,299883
SC,29437,700000
SC,29438,800640
SC,29439,1824560
SC,29440,468503
SC,29445,288764
SC,29446,157900
SC,29448,135000
SC,29449,1093040
SC,29450,469800
SC,29451,2671525
SC,29453,160000
SC,29455,1102242
SC,29456,263873
SC,29458,654624
SC,29461,404490
SC,29464,1719289
SC,29466,803771
SC,29469,650000
SC,29470,993667
SC,29471,142000
SC,29472,501125
SC,29474,299450
SC,29475,274750
SC,29477,329383
SC,29479,217225
SC,29481,429000
SC,29482,3586429
SC,29483,424789
SC,29485,369624
SC,29486,439833
SC,29487,1035612
SC,29488,276931
SC,29492,1267840
SC,29501,307222
SC,29505,239000
SC,29510,180462
SC,29511,336441
SC,29520,135350
SC,29526,359229
SC,29527,328517
SC,29530,769500
SC,29532,251830
SC,29536,227500
SC,29541,242616
SC,29544,409411
SC,29545,512450
SC,29547,385000
SC,29550,168500
SC,29554,334767
SC,29555,263814
SC,29556,335800
SC,29560,222341
SC,29565,350000
SC,29566,381320
SC,29568,308965
SC,29569,397474
SC,29571,262644
SC,29572,551810
SC,29574,181733
SC,29575,475024
SC,29576,665445
SC,29577,419926
SC,29579,501197
SC,29580,149900
SC,29581,198300
SC,29582,603839
SC,29585,685028
SC,29588,406044
SC,29590,345500
SC,29601,890605
SC,29605,422858
SC,29607,379426
SC,29609,665755
SC,29611,247253
SC,29615,564709
SC,29617,396102
SC,29620,348880
SC,29621,365578
SC,29624,150712
SC,29625,354819
SC,29626,671690
SC,29627,350794
SC,29630,344770
SC,29631,421220
SC,29635,659950
SC,29640,386935
SC,29642,347751
SC,29643,468250
SC,29644,335243
SC,29645,194900
SC,29646,221600
SC,29649,324212
SC,29650,378109
SC,29651,410853
SC,29653,480000
SC,29654,217450
SC,29655,376650
SC,29657,223540
SC,29661,1174667
SC,29662,309348
SC,29665,116000
SC,29666,335100
SC,29667,158000
SC,29669,457877
SC,29670,300206
SC,29671,492746
SC,29672,623421
SC,29673,417175
SC,29676,742684
SC,29678,358297
SC,29679,269900
SC,29680,420211
SC,29681,497671
SC,29682,3927150
SC,29684,176867
SC,29685,2706658
SC,29686,397000
SC,29687,485786
SC,29689,589483
SC,29690,615651
SC,29691,268618
SC,29692,149900
SC,29693,700428
SC,29696,647093
SC,29697,431075
SC,29702,489950
SC,29703,210810
SC,29704,318080
SC,29706,235417
SC,29707,661280
SC,29708,480155
SC,29709,159450
SC,29710,616022
SC,29714,249900
SC,29715,564999
SC,29718,198433
SC,29720,354098
SC,29726,423975
SC,29728,243997
SC,29729,197200
SC,29730,346176
SC,29732,395976
SC,29742,419000
SC,29743,475000
SC,29745,543333
SC,29801,408890
SC,29803,386632
SC,29805,780780
SC,29809,199900
SC,29810,675000
SC,29812,275100
SC,29817,45000
SC,29821,804500
SC,29824,414825
SC,29827,160000
SC,29829,286940
SC,29832,223725
SC,29835,385317
SC,29838,1174500
SC,29841,414357
SC,29842,309338
SC,29847,390200
SC,29851,253447
SC,29853,399000
SC,29860,480484
SC,29902,368807
SC,29906,369491
SC,29907,430330
SC,29909,681990
SC,29910,731043
SC,29911,130500
SC,29920,767500
SC,29924,259450
SC,29926,537668
SC,29927,302801
SC,29928,215000
SC,29935,339500
SC,29936,299525
SC,29940,1398333
SC,29945,210000
VA,20105,1344077
VA,20106,1555314
VA,20109,376976
VA,20110,468369
VA,20111,480203
VA,20112,766320
VA,20115,2454800
VA,20117,2024293
VA,20119,362450
VA,20120,759583
VA,20121,483425
VA,20124,1477490
VA,20129,3000000
VA,20130,390000
VA,20132,1238406
VA,20135,1615600
VA,20136,525571
VA,20137,806900
VA,20141,891027
VA,20144,2039000
VA,20147,723768
VA,20148,685140
VA,20151,581047
VA,20152,606541
VA,20155,821437
VA,20160,629900
VA,20164,511744
VA,20165,699225
VA,20166,574976
VA,20168,558990
VA,20169,775016
VA,20170,783258
VA,20171,655552
VA,20175,1067281
VA,20176,717450
VA,20180,802333
VA,20181,906257
VA,20184,8500000
VA,20186,686355
VA,20187,651387
VA,20190,534325
VA,20191,413039
VA,20194,579383
VA,20197,1109500
VA,20198,1501000
VA,22003,545120
VA,22015,593407
VA,22025,517567
VA,22026,606961
VA,22027,1028817
VA,22030,791424
VA,22031,610675
VA,22032,829775
VA,22033,689518
VA,22039,1291333
VA,22041,372848
VA,22042,627014
VA,22043,784211
VA,22044,329736
VA,22046,724537
VA,22066,2933984
VA,22079,726338
VA,22101,3453372
VA,22102,1306639
VA,22107,895000
VA,22124,1125740
VA,22125,575000
VA,22150,739984
VA,22151,633966
VA,22152,439144
VA,22153,605957
VA,22172,505058
VA,22180,1498367
VA,22181,780677
VA,22182,1164172
VA,22191,462886
VA,22192,421928
VA,22193,477689
VA,22201,790791
VA,22202,730410
VA,22203,380689
VA,22204,572320
VA,22205,1223325
VA,22206,596272
VA,22207,1634202
VA,22209,750161
VA,22213,1173578
VA,22226,460000
VA,22230,825000
VA,22301,961300
VA,22302,376496
VA,22303,495601
VA,22304,404438
VA,22305,635632
VA,22306,699310
VA,22307,270271
VA,22308,909839
VA,22309,562614
VA,22310,562948
VA,22311,448437
VA,22312,478150
VA,22314,1102433
VA,22315,599717
VA,22401,534498
VA,22403,529900
VA,22405,465203
VA,22406,608644
VA,22407,523199
VA,22408,488689
VA,22427,414446
VA,22438,224450
VA,22443,352079
VA,22454,192183
VA,22469,356617
VA,22485,538534
VA,22488,186333
VA,22504,175000
VA,22508,444397
VA,22514,765155
VA,22520,403362
VA,22534,662433
VA,22535,1435000
VA,22542,376740
VA,22546,383609
VA,22551,553276
VA,22553,561779
VA,22554,588050
VA,22556,805256
VA,22560,311421
VA,22567,489633
VA,22580,484033
VA,22601,397058
VA,22602,518436
VA,22603,432700
VA,22610,526780
VA,22611,1890433
VA,22620,694950
VA,22623,342450
VA,22624,432740
VA,22625,440150
VA,22627,2050000
VA,22630,473468
VA,22637,457100
VA,22639,1456639
VA,22640,1204500
VA,22642,516477
VA,22643,799900
VA,22644,1162450
VA,22645,691315
VA,22650,289900
VA,22654,302450
VA,22655,435055
VA,22656,430764
VA,22657,325758
VA,22660,879000
VA,22664,309355
VA,22701,474629
VA,22709,254160
VA,22712,588913
VA,22713,1301000
VA,22714,891300
VA,22715,940000
VA,22716,1302300
VA,22718,1159000
VA,22720,586200
VA,22724,530600
VA,22726,535836
VA,22727,544389
VA,22728,850574
VA,22733,292450
VA,22734,328700
VA,22735,741940
VA,22736,549000
VA,22737,610889
VA,22738,376390
VA,22740,1202600
VA,22741,610000
VA,22742,605722
VA,22743,2500000
VA,22747,1323750
VA,22749,849000
VA,22810,314500
VA,22824,464933
VA,22835,331006
VA,22842,218162
VA,22844,326500
VA,22847,162450
VA,22849,235967
VA,22851,343630
VA,22853,1500000
VA,22942,481058
VA,22960,403330
VA,23002,534907
VA,23005,541309
VA,23009,339685
VA,23011,1095612
VA,23015,418305
VA,23023,100000
VA,23024,794704
VA,23027,247967
VA,23030,774950
VA,23038,575000
VA,23040,428200
VA,23047,267450
VA,23059,557848
VA,23060,426652
VA,23063,592358
VA,23065,345212
VA,23069,548362
VA,23075,223813
VA,23083,274456
VA,23084,339950
VA,23085,379950
VA,23086,322200
VA,23089,599543
VA,23093,507242
VA,23102,570950
VA,23103,650568
VA,23106,389950
VA,23110,205000
VA,23111,521204
VA,23112,440330
VA,23113,723131
VA,23114,415398
VA,23116,543610
VA,23117,508962
VA,23120,608362
VA,23124,434866
VA,23126,249950
VA,23139,568262
VA,23140,510098
VA,23141,374611
VA,23146,900730
VA,23148,337500
VA,23150,272242
VA,23153,478000
VA,23177,220000
VA,23181,356616
VA,23192,672406
VA,23219,444230
VA,23220,762194
VA,23221,1214807
VA,23222,301769
VA,23223,311242
VA,23224,395647
VA,23225,320816
VA,23226,530659
VA,23227,317099
VA,23228,279911
VA,23229,771260
VA,23230,370692
VA,23231,412097
VA,23233,644667
VA,23234,314697
VA,23235,371416
VA,23236,351896
VA,23237,311821
VA,23238,702982
VA,23294,329665
VA,23803,142609
VA,23805,245631
VA,23824,194317
VA,23831,347355
VA,23832,415348
VA,23833,329900
VA,23834,253855
VA,23836,397039
VA,23838,683054
VA,23841,306633
VA,23842,326879
VA,23860,255012
VA,23872,251475
VA,23875,395584
VA,23885,877800
VA,23890,181700
VA,23894,537500
VA,23897,169000
VA,23901,234800
VA,23922,192000
VA,23930,389938
VA,23955,425900
WV,25401,218105
WV,25402,274500
WV,25403,328224
WV,25404,369104
WV,25405,309594
WV,25411,322833
WV,25413,293990
WV,25414,412384
WV,25419,339549
WV,25420,428440
WV,25422,331333
WV,25425,378281
WV,25427,317964
WV,25428,322735
WV,25430,370800
WV,25431,54900
WV,25432,185000
WV,25434,317930
WV,25438,306879
WV,25442,647718
WV,25443,937024
WV,25444,344950
WV,25446,2500000
WV,26704,294156
WV,26710,228667
WV,26711,360817
WV,26714,152500
WV,26717,584450
WV,26719,159900
WV,26720,54900
WV,26726,232729
WV,26739,396000
WV,26750,89000
WV,26753,197715
WV,26755,128700
WV,26757,241046
WV,26761,199900
WV,26763,213700
WV,26767,89900
WV,26801,258462
WV,26808,184633
WV,26810,263940
WV,26812,466475
WV,26833,294900
WV,26836,288491
WV,26845,287475
WV,26847,235829
WV,26851,191333
WV,26852,409250
